Topic,Count,Name,Representation,Representative_Docs,sent_score
138,51,138_usur_assumido_explica_comunista,"['usur', 'assumido', 'explica', 'comunista', 'porque', 'cansa', 'passar', 'rebelo', 'aldo', 'vergonha']","['RT : A Amanda klein não cansa de passar vergonha! Aldo Rebelo, comunista assumido, explica para a Amanda porque Bolsonaro não “usur…', 'RT : A Amanda klein não cansa de passar vergonha! Aldo Rebelo, comunista assumido, explica para a Amanda porque Bolsonaro não “usur…', 'RT : A Amanda klein não cansa de passar vergonha! Aldo Rebelo, comunista assumido, explica para a Amanda porque Bolsonaro não “usur…']",0.8355886936187744
139,51,139_desqualifica_falcatruas_tática_usa,"['desqualifica', 'falcatruas', 'tática', 'usa', 'suas', 'velha', 'for', 'quando', 'sempre', 'mulher']","['RT : Bolsonaro usa a velha tática de sempre quando não tem como explicar suas falcatruas. Ataca, desqualifica. Pra ele se for mulher…', 'RT : Bolsonaro usa a velha tática de sempre quando não tem como explicar suas falcatruas. Ataca, desqualifica. Pra ele se for mulher…', 'RT : Bolsonaro usa a velha tática de sempre quando não tem como explicar suas falcatruas. Ataca, desqualifica. Pra ele se for mulher…']",0.8870968818664551
140,50,140_perguntou_pouco_há_saber,"['perguntou', 'pouco', 'há', 'saber', 'durante', 'quer', 'orig', 'agora', 'brasil', 'só']","['RT : Durante sabatina da Jovem Pan agora há pouco, a jornalista Amanda Klein só perguntou o que o Brasil quer saber: a orig…', 'RT : Durante sabatina da Jovem Pan agora há pouco, a jornalista Amanda Klein só perguntou o que o Brasil quer saber: a orig…', 'RT : Durante sabatina da Jovem Pan agora há pouco, a jornalista Amanda Klein só perguntou o que o Brasil quer saber: a orig…']",0.8311273241043091
141,50,141_briguem_cirão_aceitar_louca,"['briguem', 'cirão', 'aceitar', 'louca', 'real', 'mandou', 'teve', 'até', 'cobrador', 'assento']","['RT : Cirão mandou a real... Até a Amanda ""Louca"" Klein teve que aceitar. Briguem... briguem... briguem... 😂😂', 'RT : Cirão mandou a real... Até a Amanda ""Louca"" Klein teve que aceitar. Briguem... briguem... briguem... 😂😂', 'RT : Cirão mandou a real... Até a Amanda ""Louca"" Klein teve que aceitar. Briguem... briguem... briguem... 😂😂']",0.5076643300056457
142,50,142_realiza_recado_simplesmente_passou,"['realiza', 'recado', 'simplesmente', 'passou', 'falou', 'nosso', 'deu', 'show', 'das', 'sabatina']","['RT : Nosso presidente simplesmente deu show na sabatina da . Passou seu recado, falou das realiza…', 'RT : Nosso presidente simplesmente deu show na sabatina da . Passou seu recado, falou das realiza…', 'RT : Nosso presidente simplesmente deu show na sabatina da . Passou seu recado, falou das realiza…']",0.574220597743988
143,50,143_trabalhei_webtv_alltv_primórdios,"['trabalhei', 'webtv', 'alltv', 'primórdios', 'firmeza', 'homens', 'muitos', 'mostrou', 'coragem', 'nos']","['RT : Amanda Klein, com quem trabalhei nos primórdios da webtv, a Alltv, mostrou uma firmeza e coragem que muitos homens que…', 'RT : Amanda Klein, com quem trabalhei nos primórdios da webtv, a Alltv, mostrou uma firmeza e coragem que muitos homens que…', 'RT : Amanda Klein, com quem trabalhei nos primórdios da webtv, a Alltv, mostrou uma firmeza e coragem que muitos homens que…']",0.7380532026290894
144,50,144_carro_ordinária_ganhan_acusando,"['carro', 'ordinária', 'ganhan', 'acusando', 'looping', 'rejeitou', 'pena', 'tosca', 'repetindo', 'sequestrou']","['RT : Amanda Klein está em looping, repetindo a narrativa tosca de que Bolsonaro sequestrou o verde e amarelo. Quem rejeitou as co…', 'RT : Amanda Klein está em looping, repetindo a narrativa tosca de que Bolsonaro sequestrou o verde e amarelo. Quem rejeitou as co…', 'RT : Amanda Klein está em looping, repetindo a narrativa tosca de que Bolsonaro sequestrou o verde e amarelo. Quem rejeitou as co…']",0.7707188493013382
145,50,145_jor_abordando_baixo_jogo,"['jor', 'abordando', 'baixo', 'jogo', 'agride', 'pessoal', 'atacou', 'vida', 'entrevista', 'jornalista']","['RT : Na entrevista à Jovem Pan, Bolsonaro agride a jornalista Amanda Klein, abordando vida pessoal. Jogo baixo. Atacou a jor…', 'RT : Na entrevista à Jovem Pan, Bolsonaro agride a jornalista Amanda Klein, abordando vida pessoal. Jogo baixo. Atacou a jor…', 'RT : Na entrevista à Jovem Pan, Bolsonaro agride a jornalista Amanda Klein, abordando vida pessoal. Jogo baixo. Atacou a jor…']",0.911464512348175
146,50,146_divergentes_ouvi_los_apenas,"['divergentes', 'ouvi', 'los', 'apenas', 'etc', 'contraponto', 'ouvir', 'ou', 'são', 'vozes']","['RT : PIPERNO GUGA NOBLAT AMANDA KLEIN, etc não são apenas ""vozes divergentes"". Ouvi-los não é ouvir um ""contraponto"" ou u…', 'RT : PIPERNO GUGA NOBLAT AMANDA KLEIN, etc não são apenas ""vozes divergentes"". Ouvi-los não é ouvir um ""contraponto"" ou u…', 'RT : PIPERNO GUGA NOBLAT AMANDA KLEIN, etc não são apenas ""vozes divergentes"". Ouvi-los não é ouvir um ""contraponto"" ou u…']",0.614719569683075
147,50,147_estup_revelar_audiência_programa,"['estup', 'revelar', 'audiência', 'programa', 'shelp', 'fazer', 'deve', 'vai', 'diogo', 'guga']","['RT : A Jovem Pan deve fazer um programa 3 a 0 com o Diogo Shelp, a Amanda Klein e o Guga Noblat. A audiência vai revelar a estup…', 'RT : A Jovem Pan deve fazer um programa 3 a 0 com o Diogo Shelp, a Amanda Klein e o Guga Noblat. A audiência vai revelar a estup…', 'RT : A Jovem Pan deve fazer um programa 3 a 0 com o Diogo Shelp, a Amanda Klein e o Guga Noblat. A audiência vai revelar a estup…']",0.7992411255836487
148,50,148_antecipadamente_casagrande_agradeço_bérgamo,"['antecipadamente', 'casagrande', 'agradeço', 'bérgamo', 'anita', 'monica', 'desde', 'já', 'família', 'miriam']","['RT : Desde já, antecipadamente agradeço à Anita, Amanda Klein, Miriam Leitão, Monica Bérgamo, Família Noblat, Casagrande, T…', 'RT : Desde já, antecipadamente agradeço à Anita, Amanda Klein, Miriam Leitão, Monica Bérgamo, Família Noblat, Casagrande, T…', 'RT : Desde já, antecipadamente agradeço à Anita, Amanda Klein, Miriam Leitão, Monica Bérgamo, Família Noblat, Casagrande, T…']",0.7622630596160889
149,49,149_bolsonsaro_esquenta_rebate_clima,"['bolsonsaro', 'esquenta', 'rebate', 'clima', 'compra', 'senhor', 'imóveis', 'ela', 'sobre', 'conspirador']","['RT : 🚨 Amanda Klein pergunta a Bolsonsaro sobre compra de imóveis em dinheiro vivo, clima esquenta e ela rebate: “o Senhor é o…', 'RT : 🚨 Amanda Klein pergunta a Bolsonsaro sobre compra de imóveis em dinheiro vivo, clima esquenta e ela rebate: “o Senhor é o…', 'RT : 🚨 Amanda Klein pergunta a Bolsonsaro sobre compra de imóveis em dinheiro vivo, clima esquenta e ela rebate: “o Senhor é o…']",0.7485920695626006
150,49,150_jor_abordando_baixo_jogo,"['jor', 'abordando', 'baixo', 'jogo', 'agride', 'pessoal', 'atacou', 'vida', 'entrevista', 'jornalista']","['RT : Na entrevista à Jovem Pan, Bolsonaro agride a jornalista Amanda Klein, abordando vida pessoal. Jogo baixo. Atacou a jor…', 'RT : Na entrevista à Jovem Pan, Bolsonaro agride a jornalista Amanda Klein, abordando vida pessoal. Jogo baixo. Atacou a jor…', 'RT : Na entrevista à Jovem Pan, Bolsonaro agride a jornalista Amanda Klein, abordando vida pessoal. Jogo baixo. Atacou a jor…']",0.911464512348175
151,49,151_usaram_familiares_comprar_resposta,"['usaram', 'familiares', 'comprar', 'resposta', 'sem', 'vítima', 'faz', 'origem', 'imóveis', 'ele']","['RT : Sem resposta para origem do dinheiro vivo que ele e familiares usaram para comprar imóveis, Bolsonaro se faz de vítima,…', 'RT : Sem resposta para origem do dinheiro vivo que ele e familiares usaram para comprar imóveis, Bolsonaro se faz de vítima,…', 'RT : Sem resposta para origem do dinheiro vivo que ele e familiares usaram para comprar imóveis, Bolsonaro se faz de vítima,…']",0.8538355231285095
152,49,152_embrulham_causam_rodrigues_randolfe,"['embrulham', 'causam', 'rodrigues', 'randolfe', 'neto', 'estômago', 'felipe', 'náuseas', 'fábio', 'meu']","['RT : Vozes que me causam náuseas e embrulham o meu estômago: - Felipe Neto - Lula - Fábio Piperno - Randolfe Rodrigues - Amanda K…', 'RT : Vozes que me causam náuseas e embrulham o meu estômago: - Felipe Neto - Lula - Fábio Piperno - Randolfe Rodrigues - Amanda K…', 'RT : Vozes que me causam náuseas e embrulham o meu estômago: - Felipe Neto - Lula - Fábio Piperno - Randolfe Rodrigues - Amanda K…']",0.40284207463264465
153,49,153_notícia_compradas_parem_casas,"['notícia', 'compradas', 'parem', 'casas', '51', 'responde', 'marido', 'sobre', 'presidente', 'com']","['RT : A notícia não é o marido da Amanda Klein (parem!) A notícia é o presidente que não responde sobre 51 casas compradas com…', 'RT : A notícia não é o marido da Amanda Klein (parem!) A notícia é o presidente que não responde sobre 51 casas compradas com…', 'RT : A notícia não é o marido da Amanda Klein (parem!) A notícia é o presidente que não responde sobre 51 casas compradas com…']",0.5319727063179016
154,49,154_superior_bonita_querer_cores,"['superior', 'bonita', 'querer', 'cores', 'preço', 'passando', 'logo', 'ver', 'tem', 'vergonha']","['RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…']",0.5566566586494446
155,49,155_negócios_detona_sr_melhor,"['negócios', 'detona', 'sr', 'melhor', 'sua', 'pode', 'explicar', 'família', 'os', 'bolsonaro']","['RT : BOLSONARO DETONA AMANDA KLEIN AO VIVO AMANDA: O Sr. pode explicar melhor os negócios da sua família. BOLSONARO:Amanda,…', 'RT : BOLSONARO DETONA AMANDA KLEIN AO VIVO AMANDA: O Sr. pode explicar melhor os negócios da sua família. BOLSONARO:Amanda,…', 'RT : BOLSONARO DETONA AMANDA KLEIN AO VIVO AMANDA: O Sr. pode explicar melhor os negócios da sua família. BOLSONARO:Amanda,…']",0.4694810211658478
156,49,156_superior_bonita_querer_cores,"['superior', 'bonita', 'querer', 'cores', 'preço', 'passando', 'logo', 'ver', 'tem', 'vergonha']","['RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…']",0.561608117453906
157,49,157_superior_bonita_querer_cores,"['superior', 'bonita', 'querer', 'cores', 'preço', 'passando', 'logo', 'ver', 'tem', 'vergonha']","['RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…']",0.5566566586494446
158,49,158_particular_pq_também_falar,"['particular', 'pq', 'também', 'falar', 'você', 'comentaristas', 'diz', 'pode', 'vida', 'público']","['RT : Amanda Klein, diz q pode falar da vida particular do Bolsonaro pq ele público. Você também é. Jornalistas, comentaristas e t…', 'RT : Amanda Klein, diz q pode falar da vida particular do Bolsonaro pq ele público. Você também é. Jornalistas, comentaristas e t…', 'RT : Amanda Klein, diz q pode falar da vida particular do Bolsonaro pq ele público. Você também é. Jornalistas, comentaristas e t…']",0.792588468717069
159,48,159_questionando_sã_corinthians_fato,"['questionando', 'sã', 'corinthians', 'fato', 'palmeiras', 'técnicos', 'paulo', 'tarcísio', 'são', 'sobre']","['RT : Amanda Klein questionando Tarcísio sobre o fato de ele não ser de São Paulo. 🤦🤦 Os técnicos do Palmeiras e Corinthians, sã…', 'RT : Amanda Klein questionando Tarcísio sobre o fato de ele não ser de São Paulo. 🤦🤦 Os técnicos do Palmeiras e Corinthians, sã…', 'RT : Amanda Klein questionando Tarcísio sobre o fato de ele não ser de São Paulo. 🤦🤦 Os técnicos do Palmeiras e Corinthians, sã…']",0.6798157704373201
160,48,160_frouxo_correr_deixa_parte,"['frouxo', 'correr', 'deixa', 'parte', 'cima', 'vs', 'daqui', 'fascínio', 'verei', 'ficará']","['RT : Bolsonaro parte para cima da Amanda Klein e a deixa correr frouxo', 'RT : Bolsonaro parte para cima da Amanda Klein e a deixa correr frouxo', 'RT : Bolsonaro parte para cima da Amanda Klein e a deixa correr frouxo']",0.6660342154403528
161,48,161_usaram_familiares_comprar_resposta,"['usaram', 'familiares', 'comprar', 'resposta', 'sem', 'vítima', 'faz', 'origem', 'imóveis', 'ele']","['RT : Sem resposta para origem do dinheiro vivo que ele e familiares usaram para comprar imóveis, Bolsonaro se faz de vítima,…', 'RT : Sem resposta para origem do dinheiro vivo que ele e familiares usaram para comprar imóveis, Bolsonaro se faz de vítima,…', 'RT : Sem resposta para origem do dinheiro vivo que ele e familiares usaram para comprar imóveis, Bolsonaro se faz de vítima,…']",0.8538355231285095
162,48,162_parab_chorando_bolsonaristas_palavras,"['parab', 'chorando', 'bolsonaristas', 'palavras', 'nosso', 'todos', 'bom', 'as', 'dia', 'está']","['RT : Bom dia a todos bolsonaristas, a Amanda Klein está chorando com as palavras do nosso Presidente , parab…', 'RT : Bom dia a todos bolsonaristas, a Amanda Klein está chorando com as palavras do nosso Presidente , parab…', 'RT : Bom dia a todos bolsonaristas, a Amanda Klein está chorando com as palavras do nosso Presidente , parab…']",0.4474623017013073
163,48,163_estup_revelar_audiência_programa,"['estup', 'revelar', 'audiência', 'programa', 'shelp', 'fazer', 'deve', 'vai', 'diogo', 'guga']","['RT : A Jovem Pan deve fazer um programa 3 a 0 com o Diogo Shelp, a Amanda Klein e o Guga Noblat. A audiência vai revelar a estup…', 'RT : A Jovem Pan deve fazer um programa 3 a 0 com o Diogo Shelp, a Amanda Klein e o Guga Noblat. A audiência vai revelar a estup…', 'RT : A Jovem Pan deve fazer um programa 3 a 0 com o Diogo Shelp, a Amanda Klein e o Guga Noblat. A audiência vai revelar a estup…']",0.7992411255836487
164,48,164_co_covardemente_recursos_questionado,"['co', 'covardemente', 'recursos', 'questionado', 'origem', 'ataca', 'dos', 'sobre', 'por', 'ser']","['RT : 💰Bolsonaro covardemente ataca Amanda Klein: Ao ser questionado por Amanda Klein sobre a origem dos recursos para a co…', 'RT : 💰Bolsonaro covardemente ataca Amanda Klein: Ao ser questionado por Amanda Klein sobre a origem dos recursos para a co…', 'RT : 💰Bolsonaro covardemente ataca Amanda Klein: Ao ser questionado por Amanda Klein sobre a origem dos recursos para a co…']",0.7680520415306091
165,48,165_usaram_familiares_comprar_resposta,"['usaram', 'familiares', 'comprar', 'resposta', 'sem', 'vítima', 'faz', 'origem', 'imóveis', 'ele']","['RT : Sem resposta para origem do dinheiro vivo que ele e familiares usaram para comprar imóveis, Bolsonaro se faz de vítima,…', 'RT : Sem resposta para origem do dinheiro vivo que ele e familiares usaram para comprar imóveis, Bolsonaro se faz de vítima,…', 'RT : Sem resposta para origem do dinheiro vivo que ele e familiares usaram para comprar imóveis, Bolsonaro se faz de vítima,…']",0.8538355231285095
166,48,166_superior_bonita_querer_cores,"['superior', 'bonita', 'querer', 'cores', 'preço', 'passando', 'logo', 'ver', 'tem', 'vergonha']","['RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…']",0.5566566586494446
167,48,167_jor_abordando_baixo_jogo,"['jor', 'abordando', 'baixo', 'jogo', 'agride', 'pessoal', 'atacou', 'vida', 'entrevista', 'jornalista']","['RT : Na entrevista à Jovem Pan, Bolsonaro agride a jornalista Amanda Klein, abordando vida pessoal. Jogo baixo. Atacou a jor…', 'RT : Na entrevista à Jovem Pan, Bolsonaro agride a jornalista Amanda Klein, abordando vida pessoal. Jogo baixo. Atacou a jor…', 'RT : Na entrevista à Jovem Pan, Bolsonaro agride a jornalista Amanda Klein, abordando vida pessoal. Jogo baixo. Atacou a jor…']",0.911464512348175
